id,institution_id,account_id,user_id,categorie_id,type,plaid_ref,montant,devise,commentaire,destinataire,destinataire_logo,date_emission,date_validation,role_id,nom,prenom,plaind_access,email,financial_profile,monthly_income_base,monthly_income_summer
3022,1,230,58,4,debit,09da5b08-2f36-30fe-9262-3857cad7d2df,79.56,EUR,Vetements,Dumas,https://via.placeholder.com/100x100.png/00eeee?text=business+corrupti,2024-05-27 00:00:00,2024-05-27 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3023,1,229,58,5,debit,350b666d-69a9-363a-a31a-ccd37f1f4f34,29.58,EUR,Pharmacie/Sante,Chartier Menard SARL,https://via.placeholder.com/100x100.png/00aa77?text=business+distinctio,2024-05-03 00:00:00,2024-05-03 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3024,5,232,58,1,debit,472e31a1-bf7a-3430-80a0-2e2344d85d51,70.86,EUR,Courses alimentaires,Raymond,https://via.placeholder.com/100x100.png/0022ff?text=business+porro,2024-05-19 00:00:00,2024-05-19 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3025,1,230,58,6,credit,af6ac61e-6d5e-30c0-87da-a4b3270b7453,800.0,EUR,Bourse Erasmus,Mallet,https://via.placeholder.com/100x100.png/00bbee?text=business+velit,2024-06-05 00:00:00,2024-06-05 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3026,1,229,58,6,credit,3ae1eeeb-801f-3482-a58e-d5f6687aeb97,100.0,EUR,Job étudiant - Cafe,Rodriguez S.A.S.,https://via.placeholder.com/100x100.png/002266?text=business+voluptate,2024-06-20 00:00:00,2024-06-20 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3027,1,229,58,14,credit,ef6ee7c2-f4d6-37bf-a740-70d752bff84b,200.0,EUR,Transfert familial,Foucher,https://via.placeholder.com/100x100.png/009966?text=business+eveniet,2024-06-24 00:00:00,2024-06-24 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3028,5,232,58,2,debit,e1724855-ed4e-3232-93d2-5b2738ce0dd0,400.0,EUR,Loyer colocation,Lejeune SAS,https://via.placeholder.com/100x100.png/006644?text=business+et,2024-06-01 00:00:00,2024-06-01 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3029,5,232,58,2,debit,11e67f90-c9f8-3fea-b570-4918cfd47f98,50.0,EUR,Charges/Eau/Gaz,Jacquot,https://via.placeholder.com/100x100.png/004433?text=business+fugit,2024-06-05 00:00:00,2024-06-05 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3030,1,229,58,2,debit,8e1822ab-b3ca-3e78-a6d7-aa3deb353f01,20.0,EUR,Internet WiFi,Renard Rocher SARL,https://via.placeholder.com/100x100.png/003388?text=business+sint,2024-06-15 00:00:00,2024-06-15 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3031,4,231,58,13,debit,07b84047-2806-3c1c-89d4-4886b7ad0779,15.0,EUR,Forfait mobile,Poirier S.A.S.,https://via.placeholder.com/100x100.png/0099bb?text=business+voluptatem,2024-06-10 00:00:00,2024-06-10 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3032,1,229,58,3,debit,98d308c2-430a-3bf0-8024-ef110e425581,45.0,EUR,Transport local,Lacombe,https://via.placeholder.com/100x100.png/0055bb?text=business+modi,2024-06-01 00:00:00,2024-06-01 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3033,1,230,58,4,debit,87e9b2c7-416f-35b7-bb20-2892a83221a3,50.96,EUR,Vetements,Da Silva,https://via.placeholder.com/100x100.png/0033cc?text=business+blanditiis,2024-06-16 00:00:00,2024-06-16 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3034,5,232,58,5,debit,8b95f3d4-1040-31ce-b7d1-d9c3712a3076,38.28,EUR,Pharmacie/Sante,Charrier Humbert et Fils,https://via.placeholder.com/100x100.png/00bb55?text=business+commodi,2024-06-02 00:00:00,2024-06-02 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3035,1,230,58,5,debit,981044b5-8c3a-3417-9cb5-94c47ce92d56,19.0,EUR,Pharmacie/Sante,Gaudin,https://via.placeholder.com/100x100.png/003399?text=business+ut,2024-06-22 00:00:00,2024-06-22 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3036,1,229,58,5,debit,708d5b12-0ca5-396a-9b4d-5b8783b0724f,39.43,EUR,Pharmacie/Sante,Pires S.A.R.L.,https://via.placeholder.com/100x100.png/0022dd?text=business+et,2024-06-10 00:00:00,2024-06-10 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3037,4,231,58,4,debit,335060d1-11fe-3972-bdd2-f66c8f0cad2e,44.29,EUR,Vetements,Da Silva,https://via.placeholder.com/100x100.png/0066ff?text=business+illo,2024-06-25 00:00:00,2024-06-25 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3038,1,230,58,6,credit,7ed81e6d-65c8-3543-b0ad-e8ff8f2d9a7f,100.0,EUR,Job étudiant - Cafe,Thomas,https://via.placeholder.com/100x100.png/001166?text=business+error,2024-07-08 00:00:00,2024-07-08 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3039,5,232,58,14,credit,7520cdd8-4546-337e-8d36-cecfdbd39e6b,200.0,EUR,Transfert familial,Fernandez,https://via.placeholder.com/100x100.png/00bb88?text=business+ullam,2024-07-10 00:00:00,2024-07-10 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3040,1,230,58,2,debit,6309fb38-f2c9-39d3-81d5-368809c737cc,400.0,EUR,Loyer colocation,Boulanger,https://via.placeholder.com/100x100.png/008800?text=business+et,2024-07-01 00:00:00,2024-07-01 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3041,5,232,58,2,debit,bb1a89f2-df8f-358a-b14a-c6646f0552e6,50.0,EUR,Charges/Eau/Gaz,Torres Faivre S.A.,https://via.placeholder.com/100x100.png/0044ee?text=business+illo,2024-07-05 00:00:00,2024-07-05 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3042,4,231,58,2,debit,9ace9830-4062-3ab2-9f08-6bf0321943e9,20.0,EUR,Internet WiFi,Riviere S.A.,https://via.placeholder.com/100x100.png/007744?text=business+sint,2024-07-15 00:00:00,2024-07-15 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3043,5,232,58,13,debit,595571c7-9570-3e52-9f3c-e2c73796e215,15.0,EUR,Forfait mobile,Tanguy,https://via.placeholder.com/100x100.png/00ffaa?text=business+consequatur,2024-07-10 00:00:00,2024-07-10 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3044,1,229,58,3,debit,cf87187e-bd2c-3638-a8e8-7b4b7a776c7b,45.0,EUR,Transport local,Gonzalez SARL,https://via.placeholder.com/100x100.png/00ccbb?text=business+voluptatem,2024-07-01 00:00:00,2024-07-01 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3045,1,230,58,4,debit,b329eb9a-8aab-339c-8fa4-2af23883a396,28.4,EUR,Sorties culturelles,Legros Guillou SARL,https://via.placeholder.com/100x100.png/0077ff?text=business+in,2024-07-15 00:00:00,2024-07-15 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3046,1,229,58,3,debit,cea4b07a-1b8d-314b-b4f0-099921081b55,109.54,EUR,Voyages/Deplacement,Dupont,https://via.placeholder.com/100x100.png/0022ee?text=business+quibusdam,2024-07-23 00:00:00,2024-07-23 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3047,5,232,58,1,debit,b970a4a1-4e9d-3279-afeb-31f5fc91ac5d,77.22,EUR,Courses alimentaires,Lacroix,https://via.placeholder.com/100x100.png/00dddd?text=business+sunt,2024-07-23 00:00:00,2024-07-23 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3048,4,231,58,4,debit,d3e1a945-6b6d-366e-b6c4-33ba145eca89,39.65,EUR,Sorties culturelles,Coste SARL,https://via.placeholder.com/100x100.png/00ee00?text=business+necessitatibus,2024-07-05 00:00:00,2024-07-05 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3049,1,229,58,4,debit,4c6ced8f-5302-3234-90bd-32e5ee50dd7c,49.76,EUR,Vetements,Guillet SARL,https://via.placeholder.com/100x100.png/00ffcc?text=business+reiciendis,2024-07-20 00:00:00,2024-07-20 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3050,4,231,58,4,debit,170fbc30-c689-3796-8f43-2cfc605ff300,79.46,EUR,Vetements,Techer,https://via.placeholder.com/100x100.png/00aa44?text=business+ipsum,2024-07-06 00:00:00,2024-07-06 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3051,1,229,58,3,debit,feffdd95-9e18-32fd-9a10-f2ac728661f0,130.75,EUR,Voyages/Deplacement,Hamel Rocher SARL,https://via.placeholder.com/100x100.png/00bbbb?text=business+et,2024-07-15 00:00:00,2024-07-15 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3052,5,232,58,4,debit,f07a5ff0-2eb1-3760-9f55-85c794a3b72e,30.88,EUR,Restaurant/Cafe,Guilbert,https://via.placeholder.com/100x100.png/000044?text=business+beatae,2024-07-05 00:00:00,2024-07-05 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3053,1,230,58,4,debit,93df0134-bbf4-3b4a-8afb-44c86475decd,76.95,EUR,Vetements,Weber,https://via.placeholder.com/100x100.png/00cccc?text=business+et,2024-07-15 00:00:00,2024-07-15 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3054,5,232,58,4,debit,f916cf3b-a869-38ea-923c-957a24b7340b,30.02,EUR,Restaurant/Cafe,Parent,https://via.placeholder.com/100x100.png/0099ee?text=business+sed,2024-07-17 00:00:00,2024-07-17 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3055,1,230,58,6,credit,30a8e215-8b05-3ae0-8a70-fa2f27630b6a,100.0,EUR,Job étudiant - Cafe,Charpentier,https://via.placeholder.com/100x100.png/00ff33?text=business+repellendus,2024-08-24 00:00:00,2024-08-24 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3056,5,232,58,14,credit,1dc4bbd0-de07-373f-a159-0dec387c5255,200.0,EUR,Transfert familial,Thomas,https://via.placeholder.com/100x100.png/00ffee?text=business+dolores,2024-08-24 00:00:00,2024-08-24 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3057,1,229,58,2,debit,84332066-770f-3a6d-a1e4-51a8157392df,400.0,EUR,Loyer colocation,Garnier,https://via.placeholder.com/100x100.png/003399?text=business+est,2024-08-01 00:00:00,2024-08-01 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3058,1,230,58,2,debit,c845708d-3827-329f-8954-633272b16a61,50.0,EUR,Charges/Eau/Gaz,Jacquot SA,https://via.placeholder.com/100x100.png/002299?text=business+minus,2024-08-05 00:00:00,2024-08-05 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3059,1,230,58,2,debit,49ff9e15-b8da-3efa-9c47-6835fdcbf011,20.0,EUR,Internet WiFi,Pelletier Leveque SA,https://via.placeholder.com/100x100.png/0022bb?text=business+laboriosam,2024-08-15 00:00:00,2024-08-15 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3060,1,230,58,13,debit,ad5b3f94-9c83-3568-b91e-03a636411f9b,15.0,EUR,Forfait mobile,Buisson,https://via.placeholder.com/100x100.png/00bbff?text=business+minima,2024-08-10 00:00:00,2024-08-10 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3061,1,230,58,3,debit,02fc2af7-42c5-395a-ad22-027a6f811013,45.0,EUR,Transport local,Jean SARL,https://via.placeholder.com/100x100.png/0055bb?text=business+nemo,2024-08-01 00:00:00,2024-08-01 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3062,5,232,58,4,debit,53e704e0-d1fe-3109-ab46-a3468cbaf375,28.91,EUR,Sorties culturelles,Torres,https://via.placeholder.com/100x100.png/00cccc?text=business+neque,2024-08-03 00:00:00,2024-08-03 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3063,1,230,58,1,debit,5d4face2-f819-307e-90a6-5bb9ec3139df,71.77,EUR,Courses alimentaires,Coste Fabre SAS,https://via.placeholder.com/100x100.png/0077bb?text=business+tempora,2024-08-08 00:00:00,2024-08-08 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3064,1,230,58,1,debit,959a3f47-c96d-310a-b312-f69c5b4eeff3,53.23,EUR,Courses alimentaires,Goncalves S.A.,https://via.placeholder.com/100x100.png/0077bb?text=business+placeat,2024-08-16 00:00:00,2024-08-16 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3065,1,230,58,4,debit,1d873952-a14d-369d-91aa-6c6c9bb540de,29.26,EUR,Restaurant/Cafe,Foucher,https://via.placeholder.com/100x100.png/0022ff?text=business+qui,2024-08-13 00:00:00,2024-08-13 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3066,5,232,58,4,debit,d42ca872-05b1-3ea7-91ae-b9bb09868242,77.34,EUR,Vetements,Jacquot,https://via.placeholder.com/100x100.png/0044aa?text=business+et,2024-08-18 00:00:00,2024-08-18 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3067,4,231,58,4,debit,b9146446-cf9e-3258-bb55-18647cbcf3b2,21.0,EUR,Sorties culturelles,Rodriguez et Fils,https://via.placeholder.com/100x100.png/006655?text=business+voluptatibus,2024-08-10 00:00:00,2024-08-10 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3068,4,231,58,4,debit,d06c6512-db5c-31b7-8868-342293fb5332,34.39,EUR,Sorties culturelles,Bigot Leclerc SARL,https://via.placeholder.com/100x100.png/0099aa?text=business+sunt,2024-08-09 00:00:00,2024-08-09 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3069,5,232,58,1,debit,5de95810-aba3-39f7-aa34-a0ef0155d948,72.94,EUR,Courses alimentaires,Blanc,https://via.placeholder.com/100x100.png/00aaee?text=business+natus,2024-08-02 00:00:00,2024-08-02 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3070,1,229,58,1,debit,aae57370-0348-3d71-a9ee-e3d78572ae24,71.02,EUR,Courses alimentaires,Barbier Mendes S.A.S.,https://via.placeholder.com/100x100.png/0088ee?text=business+facere,2024-08-11 00:00:00,2024-08-11 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3071,1,230,58,6,credit,6104951b-4751-34c2-b3e1-f7e406bd2946,800.0,EUR,Bourse Erasmus,Costa S.A.R.L.,https://via.placeholder.com/100x100.png/007777?text=business+voluptatem,2024-09-05 00:00:00,2024-09-05 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3072,1,230,58,6,credit,d49aaf74-ad2c-3389-91ab-e6c99c748382,100.0,EUR,Job étudiant - Cafe,Legrand SARL,https://via.placeholder.com/100x100.png/00ff22?text=business+repellendus,2024-09-26 00:00:00,2024-09-26 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3073,4,231,58,14,credit,d5713b5a-1270-38fd-ab5d-75eb60b14ce4,200.0,EUR,Transfert familial,Caron,https://via.placeholder.com/100x100.png/00ff11?text=business+et,2024-09-25 00:00:00,2024-09-25 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3074,1,230,58,2,debit,7216ccd7-7cb0-319d-95a2-21c32c609940,400.0,EUR,Loyer colocation,Humbert S.A.S.,https://via.placeholder.com/100x100.png/0088cc?text=business+dolor,2024-09-01 00:00:00,2024-09-01 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3075,1,229,58,2,debit,0f15c70b-5742-3bd3-b3bb-1bdbf20ab7cf,50.0,EUR,Charges/Eau/Gaz,Langlois S.A.R.L.,https://via.placeholder.com/100x100.png/00cc11?text=business+perspiciatis,2024-09-05 00:00:00,2024-09-05 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3076,1,229,58,2,debit,e4a017fb-141b-305b-9eec-ba0784558581,20.0,EUR,Internet WiFi,Remy,https://via.placeholder.com/100x100.png/00aa00?text=business+et,2024-09-15 00:00:00,2024-09-15 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3077,5,232,58,13,debit,2b0dc348-016c-3603-8217-5ffb23daec4a,15.0,EUR,Forfait mobile,Carre,https://via.placeholder.com/100x100.png/0077dd?text=business+perferendis,2024-09-10 00:00:00,2024-09-10 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3078,4,231,58,3,debit,8d548b3c-97eb-31d6-9a57-39ede0beda17,45.0,EUR,Transport local,Breton Tessier S.A.S.,https://via.placeholder.com/100x100.png/0000bb?text=business+dolor,2024-09-01 00:00:00,2024-09-01 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3079,1,230,58,4,debit,3e298352-fe30-32f6-b3bc-54361c67c8f9,62.16,EUR,Vetements,Morvan Gilles SAS,https://via.placeholder.com/100x100.png/00aaaa?text=business+doloribus,2024-09-01 00:00:00,2024-09-01 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3080,1,229,58,4,debit,38fc0988-05ef-3f83-a1eb-4cdc4ccc504d,24.58,EUR,Sorties culturelles,Rossi,https://via.placeholder.com/100x100.png/0055ff?text=business+dolore,2024-09-16 00:00:00,2024-09-16 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3081,4,231,58,1,debit,3a9c6be0-8d5a-3bc6-a99f-d7a66fcec305,56.76,EUR,Courses alimentaires,Sauvage,https://via.placeholder.com/100x100.png/00cc00?text=business+quod,2024-09-03 00:00:00,2024-09-03 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3082,5,232,58,5,debit,2ad96449-841f-3920-b71c-bc56e6ae8028,36.85,EUR,Pharmacie/Sante,Bruneau,https://via.placeholder.com/100x100.png/00dd00?text=business+enim,2024-09-15 00:00:00,2024-09-15 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3083,4,231,58,6,credit,dfa7ee03-9a73-38d9-a05f-27fbde5c54e8,800.0,EUR,Bourse Erasmus,Renaud Maury S.A.,https://via.placeholder.com/100x100.png/002266?text=business+nulla,2024-10-05 00:00:00,2024-10-05 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3084,1,229,58,6,credit,f5e61de2-1d17-3141-8db4-3c7e3a477005,100.0,EUR,Job étudiant - Cafe,Allard,https://via.placeholder.com/100x100.png/0099ee?text=business+dolores,2024-10-19 00:00:00,2024-10-19 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3085,4,231,58,14,credit,db96b92a-c410-345a-97bb-3bb49c290e3a,200.0,EUR,Transfert familial,Weiss Weiss SA,https://via.placeholder.com/100x100.png/009999?text=business+recusandae,2024-10-13 00:00:00,2024-10-13 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3086,1,229,58,2,debit,179c27e2-44dd-34fd-817f-9fdabea85e2b,400.0,EUR,Loyer colocation,Lemonnier Dumas et Fils,https://via.placeholder.com/100x100.png/00cc00?text=business+ea,2024-10-01 00:00:00,2024-10-01 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3087,1,230,58,2,debit,2732b31e-b73f-3999-bc01-6c4df78ef8dc,50.0,EUR,Charges/Eau/Gaz,Nicolas,https://via.placeholder.com/100x100.png/00ffbb?text=business+voluptatem,2024-10-05 00:00:00,2024-10-05 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3088,1,230,58,2,debit,540e2402-458c-391a-ab1c-873f7a2a8004,20.0,EUR,Internet WiFi,Richard,https://via.placeholder.com/100x100.png/004422?text=business+architecto,2024-10-15 00:00:00,2024-10-15 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3089,1,230,58,13,debit,04cc8892-3550-3c98-bac6-38ce97982332,15.0,EUR,Forfait mobile,Dias,https://via.placeholder.com/100x100.png/00aaaa?text=business+vel,2024-10-10 00:00:00,2024-10-10 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3090,4,231,58,3,debit,6ea8527c-bb28-36e1-91ea-b61858a856d1,45.0,EUR,Transport local,Jean S.A.S.,https://via.placeholder.com/100x100.png/007755?text=business+nihil,2024-10-01 00:00:00,2024-10-01 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3091,5,232,58,4,debit,c5f175f9-2629-3463-b452-b91f5f1b6aa1,25.24,EUR,Restaurant/Cafe,Lebreton,https://via.placeholder.com/100x100.png/00cc99?text=business+a,2024-10-12 00:00:00,2024-10-12 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3092,1,230,58,1,debit,8d9373b8-44ff-3490-a561-629e22a34055,52.5,EUR,Courses alimentaires,Chevallier et Fils,https://via.placeholder.com/100x100.png/00ff00?text=business+laborum,2024-10-07 00:00:00,2024-10-07 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3093,5,232,58,1,debit,d3b9a807-500b-36cc-a598-f6fd62f50832,53.62,EUR,Courses alimentaires,Louis SAS,https://via.placeholder.com/100x100.png/00cc77?text=business+autem,2024-10-18 00:00:00,2024-10-18 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3094,5,232,58,4,debit,93620109-903a-3fff-b228-af757bdc23b8,17.67,EUR,Sorties culturelles,Pascal Jacquot S.A.R.L.,https://via.placeholder.com/100x100.png/004455?text=business+qui,2024-10-19 00:00:00,2024-10-19 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3095,5,232,58,4,debit,dfaf44ab-243e-3315-88ef-29c225fac5f7,66.95,EUR,Vetements,Blanc Maillard S.A.S.,https://via.placeholder.com/100x100.png/00ddff?text=business+est,2024-10-08 00:00:00,2024-10-08 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3096,4,231,58,4,debit,c0707aa4-6b1e-3c95-8dd0-a28413d6f28d,25.48,EUR,Sorties culturelles,Gaillard,https://via.placeholder.com/100x100.png/0033ff?text=business+ipsam,2024-10-07 00:00:00,2024-10-07 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3097,1,229,58,6,credit,e4f92d05-4ade-3697-8357-1a9756341f74,800.0,EUR,Bourse Erasmus,Collet S.A.S.,https://via.placeholder.com/100x100.png/00aa33?text=business+inventore,2024-11-05 00:00:00,2024-11-05 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3098,1,230,58,6,credit,5eafb8cd-b04a-3a51-af28-b0897d571608,100.0,EUR,Job étudiant - Cafe,Bonnet,https://via.placeholder.com/100x100.png/006600?text=business+voluptatem,2024-11-10 00:00:00,2024-11-10 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3099,4,231,58,14,credit,2681d044-10cf-3095-af76-7143af9f36e4,200.0,EUR,Transfert familial,Lacroix Marin et Fils,https://via.placeholder.com/100x100.png/000055?text=business+ut,2024-11-25 00:00:00,2024-11-25 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3100,5,232,58,2,debit,828dc61a-7365-3905-8afe-46d855d5b9ee,400.0,EUR,Loyer colocation,Dufour SAS,https://via.placeholder.com/100x100.png/007777?text=business+asperiores,2024-11-01 00:00:00,2024-11-01 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3101,4,231,58,2,debit,50d3ac6f-a9aa-3a9d-b337-66b00c0c2382,75.0,EUR,Charges/Eau/Gaz,Gimenez et Fils,https://via.placeholder.com/100x100.png/009900?text=business+adipisci,2024-11-05 00:00:00,2024-11-05 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3102,5,232,58,2,debit,fd541662-c541-3e5b-bf6c-81e08afa51fb,20.0,EUR,Internet WiFi,Guyon,https://via.placeholder.com/100x100.png/00ddbb?text=business+eum,2024-11-15 00:00:00,2024-11-15 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3103,4,231,58,13,debit,0e9a7611-4a49-3531-afc9-e147a2cf8cbd,15.0,EUR,Forfait mobile,Marques Gerard S.A.R.L.,https://via.placeholder.com/100x100.png/004499?text=business+dicta,2024-11-10 00:00:00,2024-11-10 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3104,1,230,58,3,debit,51dd9a35-6af4-384d-9f75-95380f219161,45.0,EUR,Transport local,Marques,https://via.placeholder.com/100x100.png/008822?text=business+dolores,2024-11-01 00:00:00,2024-11-01 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3105,1,230,58,4,debit,ea726f62-613d-35c2-a5bd-3b55f8451c07,79.5,EUR,Vetements,Dupre et Fils,https://via.placeholder.com/100x100.png/00eeaa?text=business+eos,2024-11-07 00:00:00,2024-11-07 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3106,1,230,58,4,debit,be891868-a197-34a7-b902-8410ad4cc795,23.14,EUR,Restaurant/Cafe,Marion,https://via.placeholder.com/100x100.png/00aadd?text=business+amet,2024-11-14 00:00:00,2024-11-14 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3107,1,229,58,4,debit,884da3e9-46fe-34e7-9f53-d542b096462e,63.38,EUR,Vetements,Poirier,https://via.placeholder.com/100x100.png/005588?text=business+enim,2024-11-20 00:00:00,2024-11-20 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
3108,5,232,58,4,debit,24dddba3-9094-3060-a877-76cf3dc9f0cc,28.55,EUR,Restaurant/Cafe,Charrier SA,https://via.placeholder.com/100x100.png/00cc77?text=business+libero,2024-11-16 00:00:00,2024-11-16 00:00,3,Garnier,Sophie,,erasmus.international@test.fr,erasmus,1100.0,950.0
